index,category,name,path,chapter_location
294,sequential,Part 3 Readings,/2015cee924c3472cb8c3e6ec83b13077/4ce84023cb1841cdb637a904bdf2cd08,Part 3: Research Methods II
295,vertical,"Readings: Chapter 2, Section 2.3 - Analyzing Findings",/2015cee924c3472cb8c3e6ec83b13077/4ce84023cb1841cdb637a904bdf2cd08,Part 3: Research Methods II
296,html,"Readings: Chapter 2, Section 2.3",/2015cee924c3472cb8c3e6ec83b13077/4ce84023cb1841cdb637a904bdf2cd08,Part 3: Research Methods II
297,vertical,Part 3 Readings Review,/2015cee924c3472cb8c3e6ec83b13077/4ce84023cb1841cdb637a904bdf2cd08,Part 3: Research Methods II
298,html,Instructions,/2015cee924c3472cb8c3e6ec83b13077/4ce84023cb1841cdb637a904bdf2cd08,Part 3: Research Methods II
309,sequential,Methods - Experimentation,/2015cee924c3472cb8c3e6ec83b13077/56789f7e0f594251a7e340753cb357e4,Part 3: Research Methods II
310,vertical,Methods - Experimentation: Learning Goals,/2015cee924c3472cb8c3e6ec83b13077/56789f7e0f594251a7e340753cb357e4,Part 3: Research Methods II
311,html,Methods - Experimentation: Learning Goals,/2015cee924c3472cb8c3e6ec83b13077/56789f7e0f594251a7e340753cb357e4,Part 3: Research Methods II
313,video,"Part 3, Lecture 1:  Methods - Experimentation",/2015cee924c3472cb8c3e6ec83b13077/56789f7e0f594251a7e340753cb357e4,Part 3: Research Methods II
314,html,Lecture Slides,/2015cee924c3472cb8c3e6ec83b13077/56789f7e0f594251a7e340753cb357e4,Part 3: Research Methods II
315,vertical,Glossary of Terms,/2015cee924c3472cb8c3e6ec83b13077/56789f7e0f594251a7e340753cb357e4,Part 3: Research Methods II
316,html,Glossary of Terms,/2015cee924c3472cb8c3e6ec83b13077/56789f7e0f594251a7e340753cb357e4,Part 3: Research Methods II
318,html,Instructions,/2015cee924c3472cb8c3e6ec83b13077/56789f7e0f594251a7e340753cb357e4,Part 3: Research Methods II
322,sequential,Statistical Reasoning - Describing Data I,/2015cee924c3472cb8c3e6ec83b13077/cc7f6222de124bc2991554b50100c824,Part 3: Research Methods II
323,vertical,Statistical Reasoning - Describing Data I: Learning Goals,/2015cee924c3472cb8c3e6ec83b13077/cc7f6222de124bc2991554b50100c824,Part 3: Research Methods II
324,html,Statistical Reasoning - Describing Data I: Learning Goals,/2015cee924c3472cb8c3e6ec83b13077/cc7f6222de124bc2991554b50100c824,Part 3: Research Methods II
326,video,"Part 3, Lecture 2: Statistical Reasoning - Describing Data I",/2015cee924c3472cb8c3e6ec83b13077/cc7f6222de124bc2991554b50100c824,Part 3: Research Methods II
327,html,Lecture Slides,/2015cee924c3472cb8c3e6ec83b13077/cc7f6222de124bc2991554b50100c824,Part 3: Research Methods II
328,vertical,Glossary of Terms,/2015cee924c3472cb8c3e6ec83b13077/cc7f6222de124bc2991554b50100c824,Part 3: Research Methods II
329,html,Glossary of Terms,/2015cee924c3472cb8c3e6ec83b13077/cc7f6222de124bc2991554b50100c824,Part 3: Research Methods II
331,html,Instructions,/2015cee924c3472cb8c3e6ec83b13077/cc7f6222de124bc2991554b50100c824,Part 3: Research Methods II
335,sequential,Statistical Reasoning - Describing Data II,/2015cee924c3472cb8c3e6ec83b13077/e66a6ddbf28d49b2ad6ebe1e24d76cf2,Part 3: Research Methods II
336,vertical,Statistical Reasoning - Describing Data II: Learning Goals,/2015cee924c3472cb8c3e6ec83b13077/e66a6ddbf28d49b2ad6ebe1e24d76cf2,Part 3: Research Methods II
337,html,Statistical Reasoning - Describing Data II: Learning Goals,/2015cee924c3472cb8c3e6ec83b13077/e66a6ddbf28d49b2ad6ebe1e24d76cf2,Part 3: Research Methods II
339,video,"Part 3, Lecture 3: Statistical Reasoning - Describing Data II",/2015cee924c3472cb8c3e6ec83b13077/e66a6ddbf28d49b2ad6ebe1e24d76cf2,Part 3: Research Methods II
340,html,Lecture Slides,/2015cee924c3472cb8c3e6ec83b13077/e66a6ddbf28d49b2ad6ebe1e24d76cf2,Part 3: Research Methods II
341,vertical,Glossary of Terms,/2015cee924c3472cb8c3e6ec83b13077/e66a6ddbf28d49b2ad6ebe1e24d76cf2,Part 3: Research Methods II
342,html,Glossary of Terms,/2015cee924c3472cb8c3e6ec83b13077/e66a6ddbf28d49b2ad6ebe1e24d76cf2,Part 3: Research Methods II
344,html,Instructions,/2015cee924c3472cb8c3e6ec83b13077/e66a6ddbf28d49b2ad6ebe1e24d76cf2,Part 3: Research Methods II
348,sequential,Demonstration: Creating Scatterplots,/2015cee924c3472cb8c3e6ec83b13077/3db61e58647d4102aa86b308892ea2a9,Part 3: Research Methods II
349,vertical,Demonstration: Creating Scatterplots,/2015cee924c3472cb8c3e6ec83b13077/3db61e58647d4102aa86b308892ea2a9,Part 3: Research Methods II
350,video,Demonstrating Scatterplots,/2015cee924c3472cb8c3e6ec83b13077/3db61e58647d4102aa86b308892ea2a9,Part 3: Research Methods II
351,html,97c847ff77ea4f6ea79f6bba68330999,/2015cee924c3472cb8c3e6ec83b13077/3db61e58647d4102aa86b308892ea2a9,Part 3: Research Methods II
352,sequential,Statistical Reasoning - Making Inferences,/2015cee924c3472cb8c3e6ec83b13077/760775730326427fbc525f535f6edf48,Part 3: Research Methods II
353,vertical,Statistical Reasoning - Making Inferences: Learning Goals,/2015cee924c3472cb8c3e6ec83b13077/760775730326427fbc525f535f6edf48,Part 3: Research Methods II
354,html,Statistical Reasoning - Making Inferences: Learning Goals,/2015cee924c3472cb8c3e6ec83b13077/760775730326427fbc525f535f6edf48,Part 3: Research Methods II
356,video,"Part 3, Lecture 4: Statistical Reasoning - Making Inferences",/2015cee924c3472cb8c3e6ec83b13077/760775730326427fbc525f535f6edf48,Part 3: Research Methods II
357,html,Lecture Slides,/2015cee924c3472cb8c3e6ec83b13077/760775730326427fbc525f535f6edf48,Part 3: Research Methods II
358,vertical,Glossary of Terms,/2015cee924c3472cb8c3e6ec83b13077/760775730326427fbc525f535f6edf48,Part 3: Research Methods II
359,html,Glossary of Terms,/2015cee924c3472cb8c3e6ec83b13077/760775730326427fbc525f535f6edf48,Part 3: Research Methods II
361,html,Instructions,/2015cee924c3472cb8c3e6ec83b13077/760775730326427fbc525f535f6edf48,Part 3: Research Methods II
365,sequential,Psychology FAQ,/2015cee924c3472cb8c3e6ec83b13077/2225a619324c415fb9ce87dcb73f0142,Part 3: Research Methods II
366,vertical,Psychology FAQ: Learning Goals,/2015cee924c3472cb8c3e6ec83b13077/2225a619324c415fb9ce87dcb73f0142,Part 3: Research Methods II
367,html,Psychology FAQ: Learning Goals,/2015cee924c3472cb8c3e6ec83b13077/2225a619324c415fb9ce87dcb73f0142,Part 3: Research Methods II
369,video,"Part 3, Lecture 5: Psychology FAQ",/2015cee924c3472cb8c3e6ec83b13077/2225a619324c415fb9ce87dcb73f0142,Part 3: Research Methods II
370,html,Lecture Slides,/2015cee924c3472cb8c3e6ec83b13077/2225a619324c415fb9ce87dcb73f0142,Part 3: Research Methods II
371,vertical,Glossary of Terms,/2015cee924c3472cb8c3e6ec83b13077/2225a619324c415fb9ce87dcb73f0142,Part 3: Research Methods II
372,html,Glossary of Terms,/2015cee924c3472cb8c3e6ec83b13077/2225a619324c415fb9ce87dcb73f0142,Part 3: Research Methods II
374,html,Instructions,/2015cee924c3472cb8c3e6ec83b13077/2225a619324c415fb9ce87dcb73f0142,Part 3: Research Methods II
379,sequential,Using Deception in Psychological Research,/2015cee924c3472cb8c3e6ec83b13077/af0c4006082545f79ac3e850e479e0ef,Part 3: Research Methods II
380,vertical,Using Deception in Psychological Research,/2015cee924c3472cb8c3e6ec83b13077/af0c4006082545f79ac3e850e479e0ef,Part 3: Research Methods II
381,video,Using Deception in Psychological Research,/2015cee924c3472cb8c3e6ec83b13077/af0c4006082545f79ac3e850e479e0ef,Part 3: Research Methods II
385,openassessment,3c42ade24d804609b2fe3717f49eca9a,/2015cee924c3472cb8c3e6ec83b13077/e7de65961c314ea2b5673cc44a922bde,Part 3: Research Methods II
386,openassessment,5b120a9929314368bbebcd1e90bcc82c,/2015cee924c3472cb8c3e6ec83b13077/e7de65961c314ea2b5673cc44a922bde,Part 3: Research Methods II
387,sequential,Web Resources,/2015cee924c3472cb8c3e6ec83b13077/4b586c1f090e4d29b4d768bfc4e7f9c5,Part 3: Research Methods II
388,vertical,Web Resources,/2015cee924c3472cb8c3e6ec83b13077/4b586c1f090e4d29b4d768bfc4e7f9c5,Part 3: Research Methods II
389,html,Web Resources,/2015cee924c3472cb8c3e6ec83b13077/4b586c1f090e4d29b4d768bfc4e7f9c5,Part 3: Research Methods II
416,sequential,Part 3 General Discussion,/2015cee924c3472cb8c3e6ec83b13077/10a346efa2ae4a0a84b7a1ef25273c7e,Part 3: Research Methods II
417,vertical,Part 3 General Discussion,/2015cee924c3472cb8c3e6ec83b13077/10a346efa2ae4a0a84b7a1ef25273c7e,Part 3: Research Methods II
418,html,Part 3: General Discussion,/2015cee924c3472cb8c3e6ec83b13077/10a346efa2ae4a0a84b7a1ef25273c7e,Part 3: Research Methods II
419,html,Part 3: AP Psych Teachers General Discussion,/2015cee924c3472cb8c3e6ec83b13077/10a346efa2ae4a0a84b7a1ef25273c7e,Part 3: Research Methods II
420,chapter,Final Exam,/4d6255b47eb04127825acb168a27f72d,Final Exam
423,html,Directions,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
424,html,Timer,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
426,problem,b87cc81424c771e5570a,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
427,problem,b14b4d02091c6166a13f,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
428,problem,1f4d8d3777ff28bbaab3,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
429,problem,fd0ab36a1c81e62e1b7e,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
430,problem,84dcc6da7f39aa74db16,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
431,problem,9f52c1a07ef0621225ab,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
432,problem,605c99b86c9a2d2dfb9d,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
433,problem,8ab7f043c2a4da8a2512,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
434,problem,4b19246b07032f2c709b,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
435,problem,09ad235fc354fcf48109,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
436,problem,9e842cb1c8a04fcaf63d,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
437,problem,db16270247300a740b1d,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
438,problem,44ed3e0faad46e0c8100,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
439,problem,2f5538b3a3578c56f0fc,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
440,problem,946c079161d38dd78a36,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
441,problem,b0fc504754d7b0aef64c,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
442,problem,a66fcae479cafff028d2,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
443,problem,f76b013200a19347d368,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
444,problem,56d0c7ba733d63c16aab,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
445,problem,af6c297d9a5cbf9d8bd4,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
446,problem,3c73dd91d50814e3c01a,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
447,problem,b575fba54595c6b11ffa,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
448,problem,c943bd6d1afac2eab8fc,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
449,problem,0ec7d6dec3b095416988,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
450,problem,c9acda6daeeb2f71b20b,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
451,problem,f411e55748ce511ab47b,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
452,problem,0754c7ade04c1e88e847,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
453,problem,1838f818eebf846af9b7,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
454,problem,43624c9f5550ad13f705,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
455,problem,53aa2802e0a038d95b39,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
456,problem,8e409953a6a09a37c183,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
457,problem,deb424e1ca025b50ae41,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
458,problem,5c4f35936f152ecd0783,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
459,problem,69d98bd7ff22b6c718ca,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
460,problem,caf0ac15c61f11a5a6e2,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
461,problem,ab12f12b7e29a35d690c,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
462,problem,3c94b79443b584f34ee3,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
463,problem,1f70e1d996e63a122158,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
464,problem,7e055dddfdda3cc551ba,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
465,problem,dae216787ef495f8be4c,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
466,problem,bc5f8f514d6b9f4c3775,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
467,problem,dc3073914d43e2ee0d14,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
468,problem,4f468753c50ac81c6a6a,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
469,problem,530d0d9a101b4209f595,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
470,problem,aaccf295880dfbea5aed,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
471,problem,1274a2142f067746aaac,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
472,problem,5e5c0733412f1899bb82,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
473,problem,11a6e1d23f4b39a45223,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
474,problem,0ba0fbe652b702053579,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
475,problem,1f6ec9fc0a75e3027e82,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
476,problem,639e7af227335b7ca913,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
477,problem,eaaaa8bcb878b2d6a7bd,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
478,problem,587df9115f1eff6d462a,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
479,problem,6e84cd05c07eb839d851,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
480,problem,0d0d391959bb5f02d90e,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
481,problem,ba2b02d2223bf26975da,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
482,problem,0f5df1cfcd5614b2fbf3,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
483,problem,e92f477a9618351b3437,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
484,problem,4582f87f38486872c7da,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
485,problem,5c1e8b1090cf55569923,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
486,problem,1d879f9eb127ac93ee41,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
487,problem,932ead15e88dfd079f14,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
488,problem,5a2f654daf5f3d76c0aa,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
489,problem,4f862e9f96dd1ef0bd1c,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
490,problem,3ffca98ad4d6d1ad037b,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
491,problem,baafe55ff16a17c7378d,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
492,problem,376480448ca9a47a4cf1,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
493,problem,dc80536941674b15465c,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
494,problem,845d0f92fb35c2f0d299,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
495,problem,1c0d97e2f55f0daf9808,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
496,problem,b1382660263529066c4f,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
497,problem,a7c3b375066a13f99851,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
498,problem,d64a085c867d58fa4f0d,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
499,problem,844ac22e57067a9025ee,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
500,problem,419fecd289272b6192df,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
501,problem,cad64e3c306db5478c81,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
502,problem,5ccc7f1fd9fed2433b64,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
503,problem,43e605d97049f224379a,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
504,problem,a172c0b816db1d5ed33e,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
505,problem,6488f978144d18f45c44,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
506,problem,e1019a624dc24207305f,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
507,problem,2d9cb90c7a5407ebdffa,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
508,problem,115118f5229104fce285,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
509,problem,17f7e57a726d04f7f8f5,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
510,problem,30d5c9b2c33eff554db2,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
511,problem,4791724ceb4582768394,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
512,problem,0f32fa6cc0eb4af194a8,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
513,problem,2a3c60df58e5ef2021ae,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
514,problem,546c29fc31522e614399,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
515,problem,fb612358ae741fdee82e,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
516,problem,f1f174a68ac423b4c799,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
517,problem,4d4bfe2d3dae1971801f,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
518,problem,9f60c162282d48f20265,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
519,problem,261f8db2acfac41802bf,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
520,problem,bdebcc2a328966c76fca,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
521,problem,ec2ddc960b497b79e5a9,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
522,problem,911a5818e4034c0bcf00,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
523,problem,a59621e9349a33f641ad,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
524,problem,681af256a49c5e383f9f,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
525,problem,4ec7e722c23256ecb1a2,/4d6255b47eb04127825acb168a27f72d/de84e964269e4096ad24258c5f15c1ea,Final Exam
528,html,Directions,/4d6255b47eb04127825acb168a27f72d/bc85aa667887432eaf3c746e436f96b2,Final Exam
529,html,Timer,/4d6255b47eb04127825acb168a27f72d/bc85aa667887432eaf3c746e436f96b2,Final Exam
530,openassessment,1fcacf33548f426da9e1ba031f482863,/4d6255b47eb04127825acb168a27f72d/bc85aa667887432eaf3c746e436f96b2,Final Exam
531,openassessment,4da1bba4bfe243b8a172617b96aa48ec,/4d6255b47eb04127825acb168a27f72d/bc85aa667887432eaf3c746e436f96b2,Final Exam
532,openassessment,17378c94a16b487285667d9e989a73d4,/4d6255b47eb04127825acb168a27f72d/bc85aa667887432eaf3c746e436f96b2,Final Exam
536,html,Please refresh the page now,/4d6255b47eb04127825acb168a27f72d/3fb99b761c4e495784fb02390d4c1c3b,Final Exam
540,html,Download the Slides,/4d6255b47eb04127825acb168a27f72d/ea6c72084e074d3f9f15e3ffc0517984,Final Exam
541,chapter,Course Conclusion,/7d40848038a74a5e984cb3f54518eea3,Course Conclusion
542,sequential,Course Conclusion,/7d40848038a74a5e984cb3f54518eea3/ca09fc70356e4db28830148e0ae2b619,Course Conclusion
543,vertical,Course Conclusion,/7d40848038a74a5e984cb3f54518eea3/ca09fc70356e4db28830148e0ae2b619,Course Conclusion
544,html,Course Conclusion,/7d40848038a74a5e984cb3f54518eea3/ca09fc70356e4db28830148e0ae2b619,Course Conclusion
545,vertical,End of Course Survey,/7d40848038a74a5e984cb3f54518eea3/ca09fc70356e4db28830148e0ae2b619,Course Conclusion
546,html,End of Course Survey,/7d40848038a74a5e984cb3f54518eea3/ca09fc70356e4db28830148e0ae2b619,Course Conclusion
547,vertical,Course 2 Registration,/7d40848038a74a5e984cb3f54518eea3/ca09fc70356e4db28830148e0ae2b619,Course Conclusion
548,html,Course 2 Registration,/7d40848038a74a5e984cb3f54518eea3/ca09fc70356e4db28830148e0ae2b619,Course Conclusion
